year	month	day	streamflow
1971	11	29	1.3026
1971	11	30	1.2176
1971	12	1	1.1893
1971	12	2	1.699
1971	12	3	11.0436
1971	12	4	5.2103
1971	12	5	5.9182
1971	12	6	10.3356
1971	12	7	9.0614
1971	12	8	6.2014
1971	12	9	18.8307
1971	12	10	73.3406
1971	12	11	12.8558
1971	12	12	8.4101
1971	12	13	6.9093
1971	12	14	6.796
1971	12	15	7.504
1971	12	16	5.8616
1971	12	17	5.0404
1971	12	18	4.5873
1971	12	19	4.3325
1971	12	20	4.2475
1971	12	21	3.8794
1971	12	22	3.4547
1971	12	23	3.2564
1971	12	24	3.2848
1971	12	25	3.1715
1971	12	26	3.0865
1971	12	27	3.0016
1971	12	28	2.9166
1971	12	29	2.8317
1971	12	30	2.945
1971	12	31	2.86
1972	1	1	6.0881
1972	1	2	12.8558
1972	1	3	6.0032
1972	1	4	6.3713
1972	1	5	5.2103
1972	1	6	4.1343
1972	1	7	4.559
1972	1	8	4.5024
1972	1	9	4.4174
1972	1	10	4.3608
1972	1	11	3.9077
1972	1	12	3.3414
1972	1	13	3.0865
1972	1	14	2.7751
1972	1	15	2.5485
1972	1	16	2.4069
1972	1	17	2.5485
1972	1	18	2.86
1972	1	19	2.9166
1972	1	20	2.7184
1972	1	21	2.6051
1972	1	22	2.4636
1972	1	23	2.4069
1972	1	24	2.2653
1972	1	25	2.0954
1972	1	26	1.9539
1972	1	27	2.0388
1972	1	28	2.5485
1972	1	29	4.8139
1972	1	30	4.2475
1972	1	31	3.1715
1972	2	1	2.7751
1972	2	2	2.9166
1972	2	3	2.6335
1972	2	4	2.237
1972	2	5	2.1521
1972	2	6	2.322
1972	2	7	2.4069
1972	2	8	2.0954
1972	2	9	1.9539
1972	2	10	1.9539
1972	2	11	2.0105
1972	2	12	2.4636
1972	2	13	2.6051
1972	2	14	2.2653
1972	2	15	2.0388
1972	2	16	1.8689
1972	2	17	1.784
1972	2	18	1.699
1972	2	19	1.5574
1972	2	20	1.5008
1972	2	21	1.5574
1972	2	22	1.5574
1972	2	23	1.5008
1972	2	24	1.5008
1972	2	25	1.4725
1972	2	26	1.4158
1972	2	27	1.3026
1972	2	28	1.2459
1972	2	29	1.3026
1972	3	1	1.3026
1972	3	2	1.2459
1972	3	3	1.1893
1972	3	4	1.1327
1972	3	5	1.1044
1972	3	6	1.0477
1972	3	7	1.0477
1972	3	8	1.0477
1972	3	9	1.0194
1972	3	10	1.0194
1972	3	11	0.9911
1972	3	12	1.0194
1972	3	13	1.0477
1972	3	14	1.0477
1972	3	15	0.9911
1972	3	16	0.9628
1972	3	17	0.9345
1972	3	18	0.9061
1972	3	19	0.8495
1972	3	20	0.9061
1972	3	21	0.8778
1972	3	22	0.8495
1972	3	23	0.8212
1972	3	24	0.8212
1972	3	25	0.8212
1972	3	26	0.8212
1972	3	27	0.7929
1972	3	28	0.7362
1972	3	29	0.6796
1972	3	30	0.6513
1972	3	31	0.6513
1972	4	1	0.6796
1972	4	2	0.6796
1972	4	3	0.6513
1972	4	4	0.6513
1972	4	5	0.6513
1972	4	6	0.6513
1972	4	7	0.6513
1972	4	8	0.5947
1972	4	9	0.5663
1972	4	10	0.538
1972	4	11	0.538
1972	4	12	0.538
1972	4	13	0.4814
1972	4	14	0.4531
1972	4	15	0.4531
1972	4	16	0.4248
1972	4	17	0.3964
1972	4	18	0.3964
1972	4	19	0.3681
1972	4	20	0.3681
1972	4	21	0.3964
1972	4	22	0.3964
1972	4	23	0.3681
1972	4	24	0.3115
1972	4	25	0.3115
1972	4	26	0.2832
1972	4	27	0.4814
1972	4	28	1.2459
1972	4	29	0.8212
1972	4	30	0.5663
1972	5	1	0.5947
1972	5	2	0.5097
1972	5	3	0.4248
1972	5	4	0.3681
1972	5	5	0.3115
1972	5	6	0.3681
1972	5	7	2.4636
1972	5	8	2.1804
1972	5	9	1.4158
1972	5	10	0.8778
1972	5	11	0.7079
1972	5	12	27.1842
1972	5	13	5.9465
1972	5	14	18.6891
1972	5	15	3.1715
1972	5	16	1.699
1972	5	17	4.8705
1972	5	18	1.9255
1972	5	19	1.1327
1972	5	20	0.8495
1972	5	21	0.6513
1972	5	22	0.5663
1972	5	23	0.4814
1972	5	24	0.4248
1972	5	25	0.3681
1972	5	26	0.3115
1972	5	27	0.2775
1972	5	28	0.1189
1972	5	29	0.2152
1972	5	30	0.2379
1972	5	31	0.2464
1972	6	1	0.201
1972	6	2	0.1841
1972	6	3	0.1699
1972	6	4	0.1529
1972	6	5	0.1359
1972	6	6	0.1161
1972	6	7	0.1048
1972	6	8	0.0934
1972	6	9	0.0878
1972	6	10	0.0906
1972	6	11	0.0821
1972	6	12	0.0736
1972	6	13	0.0566
1972	6	14	0.068
1972	6	15	6.343
1972	6	16	4.1909
1972	6	17	1.1044
1972	6	18	2.2087
1972	6	19	1.5008
1972	6	20	0.623
1972	6	21	0.3398
1972	6	22	0.2209
1972	6	23	0.1557
1972	6	24	0.1161
1972	6	25	0.0906
1972	6	26	0.0708
1972	6	27	0.0538
1972	6	28	0.0311
1972	6	29	0.034
1972	6	30	0.0453
1972	7	1	0.0453
1972	7	2	0.0311
1972	7	3	0.0283
1972	7	4	0.1642
1972	7	5	0.1869
1972	7	6	0.1557
1972	7	7	0.0991
1972	7	8	0.0651
1972	7	9	0.051
1972	7	10	0.0425
1972	7	11	0.034
1972	7	12	0.0249
1972	7	13	0.0227
1972	7	14	0.0249
1972	7	15	0.021
1972	7	16	0.013
1972	7	17	0.0096
1972	7	18	0.0062
1972	7	19	0.004
1972	7	20	0.0028
1972	7	21	0.0014
1972	7	22	0.0011
1972	7	23	0.0008
1972	7	24	0.0006
1972	7	25	0.0003
1972	7	26	0
1972	7	27	0
1972	7	28	0
1972	7	29	0
1972	7	30	0
1972	7	31	0
1972	8	1	0
1972	8	2	0
1972	8	3	0
1972	8	4	0
1972	8	5	0
1972	8	6	0
1972	8	7	0
1972	8	8	0
1972	8	9	0
1972	8	10	0
1972	8	11	0
1972	8	12	0
1972	8	13	0
1972	8	14	0
1972	8	15	0.0003
1972	8	16	0.0241
1972	8	17	0.0102
1972	8	18	0.0057
1972	8	19	0.0057
1972	8	20	0.0051
1972	8	21	0.0023
1972	8	22	0.0011
1972	8	23	0.0008
1972	8	24	0.0006
1972	8	25	0
1972	8	26	0.0906
1972	8	27	0.0425
1972	8	28	0.0224
1972	8	29	0.0178
1972	8	30	0.0159
1972	8	31	0.0074
1972	9	1	0.0034
1972	9	2	0.0017
1972	9	3	0.0011
1972	9	4	0.0006
1972	9	5	0.0014
1972	9	6	0.0258
1972	9	7	0.0144
1972	9	8	0.0079
1972	9	9	0.0042
1972	9	10	0.0025
1972	9	11	0.0017
1972	9	12	0.0011
1972	9	13	0.0006
1972	9	14	0.0003
1972	9	15	0
1972	9	16	0.2152
1972	9	17	0.0241
1972	9	18	0.0102
1972	9	19	0.0062
1972	9	20	0.0042
1972	9	21	0.0037
1972	9	22	0.0037
1972	9	23	0.0034
1972	9	24	0.004
1972	9	25	0.028
1972	9	26	0.1048
1972	9	27	0.0595
1972	9	28	0.0396
1972	9	29	0.034
1972	9	30	0.0368
1972	10	1	0.0368
1972	10	2	0.0252
1972	10	3	0.0198
1972	10	4	0.0153
1972	10	5	0.0125
1972	10	6	0.0091
1972	10	7	0.0054
1972	10	8	0.004
1972	10	9	0.0031
1972	10	10	0.0028
1972	10	11	0.0025
1972	10	12	0.0023
1972	10	13	0.0023
1972	10	14	0.002
1972	10	15	0.0017
1972	10	16	0.0017
1972	10	17	0.0017
1972	10	18	0.0017
1972	10	19	0.0017
1972	10	20	0.002
1972	10	21	0.0025
1972	10	22	3.2564
1972	10	23	0.9061
1972	10	24	0.235
1972	10	25	0.1048
1972	10	26	4.6723
1972	10	27	3.6246
1972	10	28	0.9061
1972	10	29	0.538
1972	10	30	0.2832
1972	10	31	0.1982
1972	11	1	0.1614
1972	11	2	0.1274
1972	11	3	0.0906
1972	11	4	0.0736
1972	11	5	0.0538
1972	11	6	0.0481
1972	11	7	0.0311
1972	11	8	0.2549
1972	11	9	0.1274
1972	11	10	0.068
1972	11	11	0.0481
1972	11	12	0.0396
1972	11	13	0.0453
1972	11	14	0.0425
1972	11	15	0.0368
1972	11	16	0.034
1972	11	17	0.0538
1972	11	18	0.0566
1972	11	19	0.0481
1972	11	20	0.0425
1972	11	21	0.0396
1972	11	22	0.0368
1972	11	23	0.034
1972	11	24	0.0453
1972	11	25	0.0396
1972	11	26	0.034
1972	11	27	0.0311
1972	11	28	0.0311
1972	11	29	0.0283
1972	11	30	0.0311
1972	12	1	0.0311
1972	12	2	0.0311
1972	12	3	0.0311
1972	12	4	0.0311
1972	12	5	0.0283
1972	12	6	0.0261
1972	12	7	0.0249
1972	12	8	0.0249
1972	12	9	0.0283
1972	12	10	0.0311
1972	12	11	0.0311
1972	12	12	0.0311
1972	12	13	0.0311
1972	12	14	0.0425
1972	12	15	0.0453
1972	12	16	0.0396
1972	12	17	0.0368
1972	12	18	0.0368
1972	12	19	0.0368
1972	12	20	0.0396
1972	12	21	0.034
1972	12	22	0.0311
1972	12	23	0.0283
1972	12	24	0.0283
1972	12	25	0.0283
1972	12	26	0.0283
1972	12	27	0.0283
1972	12	28	0.0311
1972	12	29	0.034
1972	12	30	0.0368
1972	12	31	0.0368
1973	1	1	0.0368
1973	1	2	0.0481
1973	1	3	0.1274
1973	1	4	0.1416
1973	1	5	0.1416
1973	1	6	0.2747
1973	1	7	0.2605
1973	1	8	0.2237
1973	1	9	0.2265
1973	1	10	0.3681
1973	1	11	0.269
1973	1	12	0.2095
1973	1	13	0.1869
1973	1	14	0.1784
1973	1	15	0.1586
1973	1	16	0.1557
1973	1	17	0.1586
1973	1	18	0.1699
1973	1	19	0.1586
1973	1	20	0.1586
1973	1	21	0.1529
1973	1	22	0.252
1973	1	23	0.218
1973	1	24	0.1529
1973	1	25	0.3398
1973	1	26	0.9061
1973	1	27	2.0105
1973	1	28	0.9628
1973	1	29	0.5947
1973	1	30	0.4531
1973	1	31	0.3964
1973	2	1	0.3398
1973	2	2	0.2832
1973	2	3	0.2832
1973	2	4	0.2775
1973	2	5	0.2605
1973	2	6	0.2435
1973	2	7	0.2464
1973	2	8	0.4531
1973	2	9	0.6513
1973	2	10	0.8778
1973	2	11	0.5663
1973	2	12	0.4814
1973	2	13	0.4531
1973	2	14	0.4248
1973	2	15	0.3681
1973	2	16	0.3398
1973	2	17	0.3964
1973	2	18	0.5663
1973	2	19	0.5947
1973	2	20	0.7079
1973	2	21	0.7929
1973	2	22	1.4158
1973	2	23	2.9733
1973	2	24	3.0299
1973	2	25	2.4919
1973	2	26	2.0671
1973	2	27	1.7273
1973	2	28	1.5008
1973	3	1	1.3875
1973	3	2	1.3026
1973	3	3	1.2176
1973	3	4	1.161
1973	3	5	1.0194
1973	3	6	0.9911
1973	3	7	0.9061
1973	3	8	1.1893
1973	3	9	1.1044
1973	3	10	6.7394
1973	3	11	6.1164
1973	3	12	2.237
1973	3	13	1.4725
1973	3	14	1.2176
1973	3	15	1.0194
1973	3	16	0.9911
1973	3	17	0.9345
1973	3	18	0.8212
1973	3	19	0.7079
1973	3	20	0.6513
1973	3	21	0.623
1973	3	22	0.5947
1973	3	23	0.623
1973	3	24	7.3341
1973	3	25	4.559
1973	3	26	2.0671
1973	3	27	1.4158
1973	3	28	1.161
1973	3	29	1.4725
1973	3	30	1.3026
1973	3	31	1.076
1973	4	1	0.9628
1973	4	2	1.2176
1973	4	3	1.4158
1973	4	4	0.7079
1973	4	5	0.6513
1973	4	6	0.7929
1973	4	7	1.3592
1973	4	8	1.0477
1973	4	9	0.8778
1973	4	10	0.7646
1973	4	11	0.6513
1973	4	12	0.6513
1973	4	13	0.6513
1973	4	14	0.8778
1973	4	15	15.3194
1973	4	16	16.537
1973	4	17	4.9271
1973	4	18	3.6812
1973	4	19	3.5679
1973	4	20	2.7467
1973	4	21	2.2653
1973	4	22	2.1521
1973	4	23	2.1521
1973	4	24	26.5046
1973	4	25	14.8097
1973	4	26	5.4652
1973	4	27	3.7095
1973	4	28	2.8034
1973	4	29	2.322
1973	4	30	2.0105
1973	5	1	1.8972
1973	5	2	1.6424
1973	5	3	1.3309
1973	5	4	1.161
1973	5	5	1.1044
1973	5	6	5.72
1973	5	7	3.2564
1973	5	8	2.1521
1973	5	9	1.5008
1973	5	10	1.1044
1973	5	11	0.9345
1973	5	12	3.7095
1973	5	13	1.3592
1973	5	14	0.8495
1973	5	15	0.7362
1973	5	16	0.6796
1973	5	17	0.623
1973	5	18	0.538
1973	5	19	0.4814
1973	5	20	0.4248
1973	5	21	0.3398
1973	5	22	0.3115
1973	5	23	0.2718
1973	5	24	0.2718
1973	5	25	25.8816
1973	5	26	12.1479
1973	5	27	3.398
1973	5	28	2.237
1973	5	29	1.7273
1973	5	30	1.4158
1973	5	31	1.2743
1973	6	1	1.3592
1973	6	2	1.3875
1973	6	3	47.2891
1973	6	4	23.5596
1973	6	5	5.1253
1973	6	6	3.398
1973	6	7	2.7184
1973	6	8	2.237
1973	6	9	1.9822
1973	6	10	1.8123
1973	6	11	1.7273
1973	6	12	1.784
1973	6	13	1.8689
1973	6	14	1.784
1973	6	15	1.5008
1973	6	16	1.3309
1973	6	17	1.1327
1973	6	18	0.9911
1973	6	19	0.8495
1973	6	20	0.8495
1973	6	21	7.2774
1973	6	22	2.9733
1973	6	23	1.4158
1973	6	24	0.9628
1973	6	25	0.7929
1973	6	26	0.6796
1973	6	27	0.623
1973	6	28	0.538
1973	6	29	0.4531
1973	6	30	0.3964
1973	7	1	0.3398
1973	7	2	0.3115
1973	7	3	0.269
1973	7	4	0.2464
1973	7	5	0.2237
1973	7	6	2.0388
1973	7	7	0.4531
1973	7	8	0.2832
1973	7	9	0.2492
1973	7	10	0.218
1973	7	11	0.1954
1973	7	12	0.1869
1973	7	13	1.0194
1973	7	14	1.076
1973	7	15	9.8543
1973	7	16	5.4085
1973	7	17	1.5291
1973	7	18	0.7929
1973	7	19	0.5097
1973	7	20	0.3681
1973	7	21	0.2832
1973	7	22	0.235
1973	7	23	0.2039
1973	7	24	0.1727
1973	7	25	0.1501
1973	7	26	7.1075
1973	7	27	15.0929
1973	7	28	1.1893
1973	7	29	0.623
1973	7	30	0.4814
1973	7	31	0.4248
1973	8	1	0.4248
1973	8	2	0.3398
1973	8	3	0.2803
1973	8	4	0.2435
1973	8	5	0.2152
1973	8	6	0.1954
1973	8	7	0.1784
1973	8	8	0.1586
1973	8	9	0.1416
1973	8	10	0.1133
1973	8	11	0.1019
1973	8	12	0.0934
1973	8	13	0.0878
1973	8	14	0.0821
1973	8	15	0.0793
1973	8	16	0.0708
1973	8	17	0.0651
1973	8	18	0.0595
1973	8	19	0.0595
1973	8	20	0.0538
1973	8	21	0.051
1973	8	22	0.0453
1973	8	23	0.0425
1973	8	24	0.034
1973	8	25	0.0311
1973	8	26	0.0311
1973	8	27	0.0283
1973	8	28	0.0261
1973	8	29	0.0195
1973	8	30	0.0187
1973	8	31	0.0311
1973	9	1	0.0425
1973	9	2	0.034
1973	9	3	0.0283
1973	9	4	0.0232
1973	9	5	0.0227
1973	9	6	0.6796
1973	9	7	0.5663
1973	9	8	0.2549
1973	9	9	0.1699
1973	9	10	0.1246
1973	9	11	0.0934
1973	9	12	0.0793
1973	9	13	0.0651
1973	9	14	0.0538
1973	9	15	0.0425
1973	9	16	0.0396
1973	9	17	0.034
1973	9	18	0.034
1973	9	19	0.0311
1973	9	20	0.034
1973	9	21	0.0311
1973	9	22	0.0272
1973	9	23	0.0272
1973	9	24	0.0283
1973	9	25	0.0283
1973	9	26	0.0425
1973	9	27	1.4158
1973	9	28	0.2152
1973	9	29	0.1359
1973	9	30	0.0906
1973	10	1	1.0477
1973	10	2	0.7646
1973	10	3	0.2832
1973	10	4	1.9539
1973	10	5	4.7006
1973	10	6	2.1804
1973	10	7	1.7556
1973	10	8	0.5663
1973	10	9	0.2747
1973	10	10	0.1614
1973	10	11	5.72
1973	10	12	4.6723
1973	10	13	39.3604
1973	10	14	10.4489
1973	10	15	9.2596
1973	10	16	5.6067
1973	10	17	3.5113
1973	10	18	2.6901
1973	10	19	2.1521
1973	10	20	1.784
1973	10	21	1.4442
1973	10	22	1.2176
1973	10	23	1.076
1973	10	24	0.9628
1973	10	25	0.9061
1973	10	26	0.8495
1973	10	27	0.8212
1973	10	28	0.6796
1973	10	29	0.6513
1973	10	30	0.6796
1973	10	31	1.3309
1973	11	1	1.2459
1973	11	2	1.076
1973	11	3	0.8778
1973	11	4	0.7929
1973	11	5	0.7362
1973	11	6	0.6796
1973	11	7	0.6796
1973	11	8	0.7079
1973	11	9	0.7079
1973	11	10	0.623
1973	11	11	0.5947
1973	11	12	0.623
1973	11	13	0.623
1973	11	14	0.623
1973	11	15	0.5947
1973	11	16	0.5663
1973	11	17	0.5097
1973	11	18	0.538
1973	11	19	0.538
1973	11	20	0.7079
1973	11	21	0.7929
1973	11	22	0.9911
1973	11	23	0.9345
1973	11	24	0.8212
1973	11	25	0.7646
1973	11	26	0.7929
1973	11	27	0.8212
1973	11	28	1.0194
1973	11	29	0.7362
1973	11	30	0.6513
1973	12	1	0.623
1973	12	2	0.5947
1973	12	3	0.6513
1973	12	4	0.6796
1973	12	5	0.623
1973	12	6	0.5947
1973	12	7	0.5663
1973	12	8	0.538
1973	12	9	0.538
1973	12	10	0.538
1973	12	11	0.538
1973	12	12	0.538
1973	12	13	0.538
1973	12	14	0.538
1973	12	15	0.538
1973	12	16	0.5097
1973	12	17	0.4814
1973	12	18	0.4814
1973	12	19	0.5663
1973	12	20	0.5947
1973	12	21	0.5663
1973	12	22	0.538
1973	12	23	0.538
1973	12	24	0.538
1973	12	25	0.5097
1973	12	26	0.5097
1973	12	27	0.4814
1973	12	28	0.4814
1973	12	29	0.4814
1973	12	30	0.4814
1973	12	31	0.4531
1974	1	1	0.4531
1974	1	2	0.4531
1974	1	3	0.4814
1974	1	4	0.4814
1974	1	5	0.4814
1974	1	6	0.4814
1974	1	7	0.4814
1974	1	8	0.4814
1974	1	9	0.5097
1974	1	10	0.5097
1974	1	11	0.5097
1974	1	12	0.4814
1974	1	13	0.5097
1974	1	14	0.5097
1974	1	15	0.4814
1974	1	16	0.4814
1974	1	17	0.4814
1974	1	18	0.5097
1974	1	19	2.4352
1974	1	20	2.4352
1974	1	21	1.076
1974	1	22	0.7646
1974	1	23	0.623
1974	1	24	0.5947
1974	1	25	0.538
1974	1	26	0.5663
1974	1	27	0.538
1974	1	28	0.5097
1974	1	29	0.4531
1974	1	30	0.4248
1974	1	31	0.3964
1974	2	1	0.3964
1974	2	2	0.3964
1974	2	3	0.3681
1974	2	4	0.3681
1974	2	5	0.3398
1974	2	6	0.3398
1974	2	7	0.3398
1974	2	8	0.3115
1974	2	9	0.3115
1974	2	10	0.3115
1974	2	11	0.3115
1974	2	12	0.3115
1974	2	13	0.3115
1974	2	14	0.3398
1974	2	15	0.3398
1974	2	16	0.3115
1974	2	17	0.3115
1974	2	18	0.3115
1974	2	19	0.3115
1974	2	20	0.2832
1974	2	21	1.1327
1974	2	22	3.0016
1974	2	23	1.2176
1974	2	24	0.7929
1974	2	25	0.623
1974	2	26	0.538
1974	2	27	0.5097
1974	2	28	0.4814
1974	3	1	0.4814
1974	3	2	0.4531
1974	3	3	0.4248
1974	3	4	0.4248
1974	3	5	0.4248
1974	3	6	0.3964
1974	3	7	0.3964
1974	3	8	0.3681
1974	3	9	0.3681
1974	3	10	0.3681
1974	3	11	0.3681
1974	3	12	0.3398
1974	3	13	0.3115
1974	3	14	0.4248
1974	3	15	0.5663
1974	3	16	0.4814
1974	3	17	0.4248
1974	3	18	0.3964
1974	3	19	0.3681
1974	3	20	0.3398
1974	3	21	0.3398
1974	3	22	0.3115
1974	3	23	0.2832
1974	3	24	0.2832
1974	3	25	0.3115
1974	3	26	0.3115
1974	3	27	0.3115
1974	3	28	0.2832
1974	3	29	0.2832
1974	3	30	0.2605
1974	3	31	0.235
1974	4	1	0.218
1974	4	2	0.1727
1974	4	3	0.1671
1974	4	4	0.1331
1974	4	5	0.1388
1974	4	6	0.1303
1974	4	7	0.1218
1974	4	8	0.1076
1974	4	9	0.0934
1974	4	10	0.1076
1974	4	11	0.2039
1974	4	12	0.2265
1974	4	13	0.2124
1974	4	14	0.1784
1974	4	15	0.1727
1974	4	16	0.1501
1974	4	17	0.1303
1974	4	18	0.1246
1974	4	19	0.1303
1974	4	20	0.1274
1974	4	21	0.1388
1974	4	22	0.1529
1974	4	23	0.1331
1974	4	24	0.1189
1974	4	25	0.1076
1974	4	26	0.0991
1974	4	27	0.0963
1974	4	28	0.0934
1974	4	29	0.0906
1974	4	30	0.1388
1974	5	1	0.3115
1974	5	2	0.3964
1974	5	3	0.2577
1974	5	4	0.2152
1974	5	5	0.1557
1974	5	6	0.1727
1974	5	7	0.1869
1974	5	8	0.1274
1974	5	9	0.1133
1974	5	10	0.1614
1974	5	11	0.1303
1974	5	12	0.1048
1974	5	13	0.0878
1974	5	14	0.0793
1974	5	15	0.0736
1974	5	16	0.0651
1974	5	17	0.0595
1974	5	18	0.0538
1974	5	19	0.0453
1974	5	20	0.0396
1974	5	21	0.034
1974	5	22	0.0311
1974	5	23	0.0311
1974	5	24	0.0269
1974	5	25	0.0224
1974	5	26	0.0201
1974	5	27	0.017
1974	5	28	0.0144
1974	5	29	0.0116
1974	5	30	0.0102
1974	5	31	0.0091
1974	6	1	0.0105
1974	6	2	0.0093
1974	6	3	0.3115
1974	6	4	0.1444
1974	6	5	0.0396
1974	6	6	0.0229
1974	6	7	0.0159
1974	6	8	0.013
1974	6	9	0.0136
1974	6	10	0.0139
1974	6	11	0.1161
1974	6	12	0.0765
1974	6	13	3.0582
1974	6	14	0.6513
1974	6	15	0.1699
1974	6	16	0.0651
1974	6	17	0.0263
1974	6	18	0.0082
1974	6	19	0.0023
1974	6	20	0.0008
1974	6	21	0
1974	6	22	0
1974	6	23	0
1974	6	24	0
1974	6	25	0
1974	6	26	0
1974	6	27	0
1974	6	28	0
1974	6	29	0
1974	6	30	0
1974	7	1	0
1974	7	2	0
1974	7	3	0
1974	7	4	0
1974	7	5	0
1974	7	6	0
1974	7	7	0
1974	7	8	0
1974	7	9	0
1974	7	10	0
1974	7	11	0
1974	7	12	0
1974	7	13	0
1974	7	14	0
1974	7	15	0
1974	7	16	0
1974	7	17	0
1974	7	18	0
1974	7	19	0
1974	7	20	0
1974	7	21	0
1974	7	22	0
1974	7	23	0
1974	7	24	0
1974	7	25	0
1974	7	26	0
1974	7	27	0
1974	7	28	0
1974	7	29	0
1974	7	30	0
1974	7	31	0
1974	8	1	0
1974	8	2	0
1974	8	3	0
1974	8	4	0
1974	8	5	0
1974	8	6	0.0934
1974	8	7	0.0595
1974	8	8	0.0025
1974	8	9	0.0006
1974	8	10	0
1974	8	11	0
1974	8	12	0
1974	8	13	0
1974	8	14	0
1974	8	15	0
1974	8	16	0
1974	8	17	0
1974	8	18	0
1974	8	19	0
1974	8	20	0
1974	8	21	0
1974	8	22	0
1974	8	23	0
1974	8	24	0
1974	8	25	0
1974	8	26	0
1974	8	27	0.9911
1974	8	28	8.9198
1974	8	29	4.2475
1974	8	30	3.9644
1974	8	31	0.7362
1974	9	1	0.2747
1974	9	2	0.252
1974	9	3	0.9061
1974	9	4	0.1727
1974	9	5	0.1161
1974	9	6	0.0934
1974	9	7	0.0765
1974	9	8	0.0651
1974	9	9	0.0623
1974	9	10	0.0793
1974	9	11	0.0878
1974	9	12	0.0708
1974	9	13	0.0623
1974	9	14	0.0793
1974	9	15	0.0934
1974	9	16	4.1626
1974	9	17	138.1862
1974	9	18	15.8574
1974	9	19	5.72
1974	9	20	3.3697
1974	9	21	2.5202
1974	9	22	4.7006
1974	9	23	1.9255
1974	9	24	1.3026
1974	9	25	1.2743
1974	9	26	1.161
1974	9	27	1.3592
1974	9	28	1.0477
1974	9	29	0.7929
1974	9	30	0.6796
1974	10	1	0.5663
1974	10	2	0.5097
1974	10	3	0.4531
1974	10	4	0.4248
1974	10	5	0.3964
1974	10	6	0.3681
1974	10	7	0.3681
1974	10	8	0.3398
1974	10	9	0.3398
1974	10	10	0.3115
1974	10	11	0.3115
1974	10	12	0.2832
1974	10	13	0.2803
1974	10	14	0.2803
1974	10	15	0.3964
1974	10	16	0.3964
1974	10	17	0.7362
1974	10	18	0.5947
1974	10	19	0.4531
1974	10	20	0.3964
1974	10	21	0.3398
1974	10	22	0.3115
1974	10	23	0.3398
1974	10	24	0.4248
1974	10	25	0.5947
1974	10	26	0.5097
1974	10	27	0.4531
1974	10	28	1.3026
1974	10	29	2.2937
1974	10	30	1.2176
1974	10	31	190.5724
1974	11	1	19.0856
1974	11	2	7.3624
1974	11	3	5.1537
1974	11	4	5.2953
1974	11	5	4.4457
1974	11	6	3.9077
1974	11	7	9.5711
1974	11	8	12.4877
1974	11	9	7.7022
1974	11	10	7.5323
1974	11	11	7.2208
1974	11	12	5.182
1974	11	13	4.0776
1974	11	14	3.5113
1974	11	15	3.1149
1974	11	16	2.8883
1974	11	17	2.8034
1974	11	18	2.7184
1974	11	19	2.7184
1974	11	20	2.5768
1974	11	21	2.3503
1974	11	22	2.1521
1974	11	23	2.5485
1974	11	24	3.1149
1974	11	25	2.2937
1974	11	26	2.0388
1974	11	27	1.8689
1974	11	28	1.8406
1974	11	29	2.237
1974	11	30	2.1238
1974	12	1	1.8406
1974	12	2	1.7273
1974	12	3	1.6424
1974	12	4	1.6141
1974	12	5	1.6707
1974	12	6	1.7273
1974	12	7	1.6141
1974	12	8	1.5857
1974	12	9	1.4725
1974	12	10	2.0671
1974	12	11	6.5129
1974	12	12	4.5307
1974	12	13	3.0582
1974	12	14	2.5485
1974	12	15	2.2937
1974	12	16	2.1238
1974	12	17	1.9255
1974	12	18	1.8123
1974	12	19	1.7273
1974	12	20	1.6424
1974	12	21	1.5574
1974	12	22	1.5291
1974	12	23	1.5291
1974	12	24	1.5008
1974	12	25	1.4725
1974	12	26	1.9255
1974	12	27	2.4636
1974	12	28	2.4069
1974	12	29	2.2937
1974	12	30	2.4352
1974	12	31	2.5768
1975	1	1	2.5485
1975	1	2	2.5768
1975	1	3	3.3131
1975	1	4	3.1998
1975	1	5	2.6051
1975	1	6	2.3503
1975	1	7	2.2087
1975	1	8	2.1521
1975	1	9	2.0388
1975	1	10	1.9822
1975	1	11	2.0105
1975	1	12	2.6901
1975	1	13	2.7184
1975	1	14	2.8883
1975	1	15	2.7751
1975	1	16	2.4919
1975	1	17	2.322
1975	1	18	2.2937
1975	1	19	2.237
1975	1	20	2.0388
1975	1	21	1.8689
1975	1	22	1.8406
1975	1	23	1.7556
1975	1	24	1.8972
1975	1	25	2.0954
1975	1	26	1.9255
1975	1	27	1.784
1975	1	28	1.699
1975	1	29	1.699
1975	1	30	1.7273
1975	1	31	1.8972
1975	2	1	47.5723
1975	2	2	96.5604
1975	2	3	46.1565
1975	2	4	38.2277
1975	2	5	20.02
1975	2	6	15.1778
1975	2	7	12.516
1975	2	8	11.2418
1975	2	9	9.7976
1975	2	10	8.9481
1975	2	11	8.6366
1975	2	12	7.8438
1975	2	13	7.2491
1975	2	14	6.9659
1975	2	15	6.6545
1975	2	16	6.4846
1975	2	17	6.2297
1975	2	18	5.9749
1975	2	19	5.6634
1975	2	20	5.4935
1975	2	21	5.3802
1975	2	22	5.3236
1975	2	23	5.2103
1975	2	24	5.097
1975	2	25	5.097
1975	2	26	4.8422
1975	2	27	4.5873
1975	2	28	3.8794
1975	3	1	3.5113
1975	3	2	3.2281
1975	3	3	2.9733
1975	3	4	2.9166
1975	3	5	2.9166
1975	3	6	2.9166
1975	3	7	2.8317
1975	3	8	2.6335
1975	3	9	2.4919
